test,dataset,delta_id,cluster_timestamp,iteration,scheduling_latency,algorithm_time,flowsolver_time,total_time
incremental,small_trace,4,760949245,1,0.000576,0.000576,0.0154992,0.0264246
incremental,small_trace,5,760949821,1,0.001607,0.001078,0.0161811,0.0372446
incremental,small_trace,6,760950899,1,0.001609,0.000729,0.0153574,0.0293979
incremental,small_trace,7,772013814,1,0.000557,0.000557,0.0155153,0.0649421
incremental,small_trace,8,772014371,1,0.00112,0.000583,0.015577,0.0272239
incremental,small_trace,9,870116781,1,0.000594,0.000594,0.0153584,0.0439138
incremental,small_trace,10,870117375,1,0.000974,0.000534,0.0150402,0.0298204
incremental,small_trace,11,870117909,1,0.001036,0.000766,0.0156891,0.0295178
incremental,small_trace,12,870118675,1,0.001131,0.000699,0.0153407,0.0299497
incremental,small_trace,13,993518588,1,0.00056,0.00056,0.0154333,0.0887908
incremental,small_trace,14,1107986333,1,0.000559,0.000559,0.0155248,0.0490917
incremental,small_trace,15,1107986892,1,0.000981,0.000512,0.0156077,0.0283905
incremental,small_trace,16,1107987404,1,0.001037,0.000552,0.0155165,0.0272459
incremental,small_trace,17,1119442249,1,0.000561,0.000561,0.0152902,0.0358888
incremental,small_trace,18,1119442810,1,0.000963,0.00042,0.0152183,0.024619
incremental,small_trace,19,1135414792,1,0.000448,0.000448,0.0153865,0.0275308
incremental,small_trace,20,1135415240,1,0.000894,0.000554,0.0156596,0.0248008
incremental,small_trace,21,1345888435,1,0.000567,0.000567,0.0157018,0.0727478
incremental,small_trace,22,1372983484,1,0.000559,0.000559,0.0155715,0.034036
incremental,small_trace,23,1372984043,1,0.001307,0.000855,0.0157246,0.0341603
incremental,small_trace,24,1372984898,1,0.001528,0.000771,0.0160967,0.0318025
incremental,small_trace,25,1398938349,1,0.000433,0.000433,0.0151735,0.0551406
incremental,small_trace,26,1398938782,1,0.001023,0.000707,0.0156729,0.032093
incremental,small_trace,27,1398939489,1,0.001389,0.000789,0.0164803,0.0344061
incremental,small_trace,28,1423337461,1,0.000586,0.000586,0.0160702,0.045798
incremental,small_trace,29,1423338047,1,0.001283,0.000712,0.0161974,0.0372082
incremental,small_trace,30,1423338759,1,0.001275,0.000704,0.0162581,0.0349758
incremental,small_trace,31,1423339463,1,0.001745,0.001065,0.0161934,0.0389597
incremental,small_trace,32,1423340528,1,0.001512,0.000534,0.0158827,0.0257743
incremental,small_trace,33,1437048669,1,0.000455,0.000455,0.0159139,0.0681154
incremental,small_trace,34,1437049124,1,0.000792,0.000539,0.0159475,0.0293973
incremental,small_trace,35,1437049663,1,0.001298,0.00076,0.0162939,0.0360385
incremental,small_trace,36,1437050423,1,0.001609,0.000932,0.0165648,0.0376737
incremental,small_trace,37,1437051355,1,0.002304,0.001378,0.0173214,0.0447203
incremental,small_trace,38,1437052733,1,0.001699,0.000429,0.0164047,0.0309817
incremental,small_trace,39,1573781565,1,0.00043,0.00043,0.0162774,0.10407
incremental,small_trace,40,1573781995,1,0.000771,0.000534,0.0165309,0.0292012
incremental,small_trace,41,1585628702,1,0.000578,0.000578,0.0165129,0.0353625
incremental,small_trace,42,1599232156,1,0.000577,0.000577,0.0164505,0.0311843
incremental,small_trace,43,1599232733,1,0.000934,0.000467,0.0163897,0.0369781
incremental,small_trace,44,1599233200,1,0.000738,0.000469,0.0162085,0.0308365
incremental,small_trace,45,1599233669,1,0.001218,0.000798,0.0164864,0.0364943
incremental,small_trace,46,1701549695,1,0.00061,0.00061,0.0159136,0.0693402
incremental,small_trace,47,1701550305,1,0.001127,0.000545,0.0162096,0.0272631
incremental,small_trace,48,1715626104,1,0.00057,0.00057,0.0164793,0.0383972
incremental,small_trace,49,1715626674,1,0.001024,0.000544,0.0167693,0.0292713
incremental,small_trace,50,1760607843,1,0.000583,0.000583,0.0163481,0.076006
incremental,small_trace,51,2018378034,1,0.000433,0.000433,0.01643,0.11555
incremental,small_trace,52,2100114435,1,0.000587,0.000587,0.0165751,0.0558433
incremental,small_trace,53,2100115022,1,0.000845,0.000451,0.0162856,0.0336663
incremental,small_trace,54,2100115473,1,0.000979,0.000591,0.016345,0.0339331
incremental,small_trace,55,2122978330,1,0.000429,0.000429,0.0164462,0.0461113
incremental,small_trace,56,2122978759,1,0.000837,0.000436,0.0164613,0.0311043
incremental,small_trace,57,2135463181,1,0.000581,0.000581,0.0165338,0.0340561
incremental,small_trace,58,2135463762,1,0.00111,0.000675,0.0168494,0.0313561
incremental,small_trace,59,2135464437,1,0.001085,0.000613,0.0167324,0.0300414
incremental,small_trace,60,2135465050,1,0.001384,0.000781,0.0166495,0.0338542
incremental,small_trace,61,2135465831,1,0.001421,0.000675,0.0167364,0.0368771
incremental,small_trace,62,2135466506,1,0.00093,0.000443,0.016706,0.0303207
incremental,small_trace,63,2135466949,1,0.001015,0.000601,0.016776,0.0310828
incremental,small_trace,64,2140221305,1,0.000594,0.000594,0.0169549,0.028029
incremental,small_trace,65,2140221899,1,0.001337,0.000777,0.0172734,0.0365182
incremental,small_trace,66,2140222676,1,0.001422,0.000663,0.0171047,0.0354761
incremental,small_trace,67,2149856512,1,0.000434,0.000434,0.0169593,0.0818802
incremental,small_trace,68,2149856946,1,0.000934,0.000533,0.0170073,0.0388158
incremental,small_trace,69,2149857479,1,0.000896,0.000689,0.0170949,0.0316991
incremental,small_trace,70,2175430886,1,0.000608,0.000608,0.0170848,0.0488603
incremental,small_trace,71,2175431494,1,0.001359,0.000773,0.0173412,0.0384281
incremental,small_trace,72,2175432267,1,0.001372,0.000695,0.016936,0.0397052
incremental,small_trace,73,2175432962,1,0.001719,0.001084,0.018156,0.039429
incremental,small_trace,74,2199343200,1,0.000597,0.000597,0.0168268,0.0681625
incremental,small_trace,75,2199343797,1,0.001172,0.000731,0.0173967,0.0307569
incremental,small_trace,76,2199344528,1,0.001338,0.000624,0.0174281,0.0364776
incremental,small_trace,77,2199345152,1,0.000773,0.000563,0.0170855,0.0300378
incremental,small_trace,78,2199345715,1,0.001099,0.000714,0.0175803,0.0308515
incremental,small_trace,79,2199346429,1,0.001446,0.000793,0.0176285,0.0341082
incremental,small_trace,80,2199347222,1,0.00123,0.000588,0.0172923,0.0330335
incremental,small_trace,81,2211808788,1,0.00059,0.00059,0.0174978,0.0400041
incremental,small_trace,82,2218820667,1,0.000611,0.000611,0.0172294,0.0321819
incremental,small_trace,83,2326845291,1,0.000594,0.000594,0.0175473,0.199103
incremental,small_trace,84,2430254342,1,0.000617,0.000617,0.0174111,0.0425219
incremental,small_trace,85,2430254959,1,0.0009,0.000486,0.0173999,0.0367464
incremental,small_trace,86,2491248546,1,0.000588,0.000588,0.0174222,0.094099
incremental,small_trace,87,2639241405,1,0.000621,0.000621,0.0176381,0.12252
incremental,small_trace,88,2639242026,1,0.001275,0.000774,0.0178089,0.0375036
incremental,small_trace,89,2639242800,1,0.001819,0.001122,0.0188261,0.0352904
incremental,small_trace,90,2737757904,1,0.000607,0.000607,0.0175113,0.0799577
incremental,small_trace,91,2788104275,1,0.000452,0.000452,0.0173356,0.0459239
incremental,small_trace,92,2788104727,1,0.001157,0.000709,0.0175314,0.0374709
incremental,small_trace,93,2788105436,1,0.001308,0.000742,0.0176873,0.0357203
incremental,small_trace,94,2801006142,1,0.000618,0.000618,0.0177616,0.0510212
incremental,small_trace,95,2851444514,1,0.000617,0.000617,0.0173999,0.0550547
incremental,small_trace,96,2851445131,1,0.001362,0.000798,0.0178381,0.0385177
incremental,small_trace,97,2851445929,1,0.001467,0.000712,0.0175421,0.0338603
incremental,small_trace,98,3073942566,1,0.000645,0.000645,0.017949,0.151066
incremental,small_trace,99,3094321339,1,0.000604,0.000604,0.0179511,0.048849
full,small_trace,0,0,2,0.008541,0.008541,0.0493246,18.8971
full,small_trace,1,603309032,2,0.00569,0.00569,0.0455743,0.0645913
full,small_trace,2,757955277,2,0.005697,0.005697,0.047063,0.0982699
full,small_trace,3,757960974,2,0.010316,0.004827,0.0464981,0.0802364
full,small_trace,4,760949245,2,0.004372,0.004372,0.0450798,0.0661911
full,small_trace,5,760953617,2,0.008581,0.004256,0.0431337,0.0850582
full,small_trace,6,772013814,2,0.004385,0.004385,0.0446213,0.0980824
full,small_trace,7,772018199,2,0.010139,0.005774,0.0459011,0.0676496
full,small_trace,8,870116781,2,0.005821,0.005821,0.0455319,0.0838854
full,small_trace,9,870122602,2,0.011511,0.005844,0.0444518,0.0800269
full,small_trace,10,993518588,2,0.004452,0.004452,0.0429707,0.125113
full,small_trace,11,1107986333,2,0.003454,0.003454,0.0425756,0.0857284
full,small_trace,12,1107989787,2,0.007348,0.003984,0.0424876,0.0684285
full,small_trace,13,1119442249,2,0.00479,0.00479,0.0435521,0.0737914
full,small_trace,14,1119447039,2,0.009788,0.005016,0.0435979,0.0626704
full,small_trace,15,1135414792,2,0.005701,0.005701,0.0451055,0.0671178
full,small_trace,16,1135420493,2,0.009994,0.004401,0.0442969,0.0635135
full,small_trace,17,1345888435,2,0.005932,0.005932,0.0450108,0.11163
full,small_trace,18,1372983484,2,0.001926,0.001926,0.0440431,0.0724448
full,small_trace,19,1372985410,2,0.006264,0.004445,0.0454301,0.0810165
full,small_trace,20,1398938349,2,0.004824,0.004824,0.0473167,0.0921803
full,small_trace,21,1398943173,2,0.010689,0.005982,0.0470572,0.0826229
full,small_trace,22,1423337461,2,0.005963,0.005963,0.0475527,0.0876701
full,small_trace,23,1423343424,2,0.010626,0.004678,0.0466836,0.102536
full,small_trace,24,1437048669,2,0.006163,0.006163,0.0483538,0.110583
full,small_trace,25,1437054832,2,0.010616,0.004655,0.044356,0.114698
full,small_trace,26,1573781565,2,0.0046,0.0046,0.0437858,0.141491
full,small_trace,27,1573786165,2,0.010004,0.005597,0.0484923,0.0717051
full,small_trace,28,1585628702,2,0.004346,0.004346,0.0465622,0.0760004
full,small_trace,29,1599232156,2,0.00521,0.00521,0.0463625,0.0714368
full,small_trace,30,1599237366,2,0.009923,0.004823,0.0453697,0.0921999
full,small_trace,31,1701549695,2,0.004559,0.004559,0.0484613,0.112086
full,small_trace,32,1701554254,2,0.009674,0.005143,0.0459501,0.0674096
full,small_trace,33,1715626104,2,0.006217,0.006217,0.0506338,0.08291
full,small_trace,34,1715632321,2,0.01231,0.006183,0.0500367,0.0733952
full,small_trace,35,1760607843,2,0.004435,0.004435,0.0437998,0.113155
full,small_trace,36,2018378034,2,0.006255,0.006255,0.0445332,0.153537
full,small_trace,37,2100114435,2,0.004416,0.004416,0.0465939,0.0962569
full,small_trace,38,2100118851,2,0.009145,0.004922,0.0449011,0.0810624
full,small_trace,39,2122978330,2,0.004462,0.004462,0.046681,0.0871575
full,small_trace,40,2122982792,2,0.009094,0.00466,0.0468557,0.072223
full,small_trace,41,2135463181,2,0.006302,0.006302,0.0503822,0.0784984
full,small_trace,42,2135469483,2,0.011164,0.005008,0.0478665,0.100958
full,small_trace,43,2140221305,2,0.004672,0.004672,0.0492153,0.071308
full,small_trace,44,2140225977,2,0.010986,0.006348,0.0501228,0.0916828
full,small_trace,45,2149856512,2,0.006432,0.006432,0.0503363,0.123701
full,small_trace,46,2149862944,2,0.011046,0.004647,0.0466413,0.0847266
full,small_trace,47,2175430886,2,0.006423,0.006423,0.0506392,0.093191
full,small_trace,48,2175437309,2,0.012895,0.006494,0.0501025,0.107665
full,small_trace,49,2199343200,2,0.005593,0.005593,0.0481748,0.109386
full,small_trace,50,2199348793,2,0.007578,0.002141,0.0522897,0.107231
full,small_trace,51,2211808788,2,0.004188,0.004188,0.0458923,0.0797499
full,small_trace,52,2218820667,2,0.006318,0.006318,0.0516035,0.0777986
full,small_trace,53,2326845291,2,0.005998,0.005998,0.0536596,0.245547
full,small_trace,54,2430254342,2,0.006336,0.006336,0.052267,0.0885652
full,small_trace,55,2430260678,2,0.009759,0.003626,0.051642,0.0822084
full,small_trace,56,2491248546,2,0.006615,0.006615,0.0495896,0.137058
full,small_trace,57,2639241405,2,0.006589,0.006589,0.0495425,0.16488
full,small_trace,58,2639247994,2,0.010507,0.004038,0.0488803,0.0870804
full,small_trace,59,2737757904,2,0.00507,0.00507,0.0456867,0.118926
full,small_trace,60,2788104275,2,0.005605,0.005605,0.0512694,0.0861264
full,small_trace,61,2788109880,2,0.011004,0.005403,0.0502059,0.0896263
full,small_trace,62,2801006142,2,0.006601,0.006601,0.0519729,0.0965311
full,small_trace,63,2851444514,2,0.006222,0.006222,0.0522877,0.100951
full,small_trace,64,2851450736,2,0.010945,0.004776,0.0507981,0.0889099
full,small_trace,65,3073942566,2,0.00674,0.00674,0.0511681,0.1948
full,small_trace,66,3094321339,2,0.006784,0.006784,0.0496886,0.0924241
full,small_trace,67,3094328123,2,0.013549,0.006782,0.0547438,0.0781911
full,small_trace,68,3238164741,2,0.005932,0.005932,0.0519189,0.118402
full,small_trace,69,3238170673,2,0.011428,0.005516,0.0519117,0.0932857
full,small_trace,70,3261531764,2,0.005315,0.005315,0.0505685,0.0925613
full,small_trace,71,3275426621,2,0.006803,0.006803,0.0530357,0.0793983
full,small_trace,72,3410842431,2,0.006857,0.006857,0.0517259,0.0940417
full,small_trace,73,3410849288,2,0.011722,0.004943,0.0505437,0.0901142
full,small_trace,74,3525978000,2,0.004907,0.004907,0.0480154,0.118981
full,small_trace,75,3525982907,2,0.010041,0.005213,0.0532108,0.0919188
full,small_trace,76,3549872977,2,0.0069,0.0069,0.0534042,0.097797
full,small_trace,77,3549879877,2,0.011687,0.00494,0.0497579,0.087441
full,small_trace,78,3851600274,2,0.005585,0.005585,0.0529658,0.138451
full,small_trace,79,3851605859,2,0.011786,0.006222,0.0547177,0.0942363
full,small_trace,80,3938008735,2,0.004977,0.004977,0.0487319,0.102468
full,small_trace,81,3938013712,2,0.010301,0.005443,0.0535606,0.0923013
full,small_trace,82,3986760257,2,0.005043,0.005043,0.0524987,0.0998095
full,small_trace,83,4051795348,2,0.006743,0.006743,0.0549705,0.118106
full,small_trace,84,4051802091,2,0.011339,0.004818,0.0531412,0.0760438
full,small_trace,85,4186659991,2,0.004998,0.004998,0.0505533,0.108497
full,small_trace,86,4186664989,2,0.006661,0.001736,0.0536118,0.0934299
full,small_trace,87,4205531591,2,0.005528,0.005528,0.0514348,0.0973634
full,small_trace,88,4205537119,2,0.01237,0.007042,0.0540025,0.0834722
full,small_trace,89,4223090119,2,0.006249,0.006249,0.0528952,0.0952309
full,small_trace,90,4223096368,2,0.010838,0.005093,0.0517454,0.0884182
full,small_trace,91,4277981577,2,0.006718,0.006718,0.0530307,0.105432
full,small_trace,92,4314340664,2,0.007239,0.007239,0.0571259,0.0865615
full,small_trace,93,4314347903,2,0.013869,0.006712,0.0530731,0.0781649
full,small_trace,94,4365068132,2,0.007155,0.007155,0.0534193,0.111724
full,small_trace,95,4365075287,2,0.012173,0.005107,0.0498418,0.0832014
full,small_trace,96,4607608453,2,0.006074,0.006074,0.0544985,0.155666
full,small_trace,97,4839387809,2,0.006568,0.006568,0.05491,0.123611
full,small_trace,98,4839394377,2,0.012465,0.005924,0.054238,0.0950423
full,small_trace,99,4849405697,2,0.004879,0.004879,0.0498622,0.0935787
incremental,small_trace,0,0,2,0.11913,0.11913,0.160005,18.8796
incremental,small_trace,1,119130,2,0,0.012479,0.0280031,0.0380592
incremental,small_trace,2,757955277,2,0.003253,0.003253,0.0190707,0.0620512
incremental,small_trace,3,757958530,2,0.004066,0.001021,0.0153982,0.0397997
incremental,small_trace,4,760949245,2,0.000562,0.000562,0.0153148,0.0264115
incremental,small_trace,5,760949807,2,0.001577,0.001062,0.0165548,0.0379435
incremental,small_trace,6,760950869,2,0.001581,0.000731,0.0159229,0.02952
incremental,small_trace,7,772013814,2,0.000546,0.000546,0.015425,0.0646876
incremental,small_trace,8,772014360,2,0.001081,0.000555,0.0156964,0.02752
incremental,small_trace,9,870116781,2,0.000566,0.000566,0.015571,0.044188
incremental,small_trace,10,870117347,2,0.000931,0.000519,0.0157069,0.030065
incremental,small_trace,11,870117866,2,0.000974,0.000747,0.0156526,0.0297334
incremental,small_trace,12,870118613,2,0.001025,0.000655,0.0158966,0.0283299
incremental,small_trace,13,870119268,2,0.001114,0.000517,0.0158406,0.0262078
incremental,small_trace,14,993518588,2,0.000548,0.000548,0.0154694,0.088437
incremental,small_trace,15,1107986333,2,0.000559,0.000559,0.0155475,0.049123
incremental,small_trace,16,1107986892,2,0.001157,0.000688,0.0160669,0.0289706
incremental,small_trace,17,1107987580,2,0.001141,0.00048,0.0153188,0.0270828
incremental,small_trace,18,1119442249,2,0.000563,0.000563,0.0153926,0.0366737
incremental,small_trace,19,1119442812,2,0.001061,0.000516,0.0153565,0.0247569
incremental,small_trace,20,1135414792,2,0.000554,0.000554,0.0156304,0.0275711
incremental,small_trace,21,1135415346,2,0.000868,0.000422,0.01557,0.0247285
incremental,small_trace,22,1345888435,2,0.00055,0.00055,0.0158074,0.0724343
incremental,small_trace,23,1372983484,2,0.000547,0.000547,0.0156051,0.034034
incremental,small_trace,24,1372984031,2,0.001283,0.000843,0.0158527,0.0343039
incremental,small_trace,25,1372984874,2,0.001257,0.000524,0.0158898,0.0315417
incremental,small_trace,26,1398938349,2,0.000429,0.000429,0.0153383,0.0504784
incremental,small_trace,27,1398938778,2,0.000809,0.000497,0.0159352,0.0318186
incremental,small_trace,28,1398939275,2,0.001083,0.000697,0.0158726,0.0317014
incremental,small_trace,29,1398939972,2,0.001084,0.000395,0.0156996,0.0266847
incremental,small_trace,30,1423337461,2,0.000558,0.000558,0.0158321,0.0455669
incremental,small_trace,31,1423338019,2,0.001244,0.000701,0.0161708,0.0372442
incremental,small_trace,32,1423338720,2,0.001213,0.000681,0.0160741,0.034852
incremental,small_trace,33,1423339401,2,0.001669,0.001051,0.0164216,0.0387089
incremental,small_trace,34,1423340452,2,0.001438,0.000536,0.0161783,0.0256553
incremental,small_trace,35,1437048669,2,0.000599,0.000599,0.0159713,0.0681161
incremental,small_trace,36,1437049268,2,0.001213,0.000816,0.0161202,0.0326187
incremental,small_trace,37,1437050084,2,0.001572,0.000779,0.0165409,0.0434452
incremental,small_trace,38,1437050863,2,0.001371,0.000817,0.016619,0.0368095
incremental,small_trace,39,1437051680,2,0.001395,0.000696,0.0161892,0.0398348
incremental,small_trace,40,1573781565,2,0.000572,0.000572,0.0162529,0.103103
incremental,small_trace,41,1573782137,2,0.00092,0.000541,0.016054,0.0291109
incremental,small_trace,42,1585628702,2,0.000576,0.000576,0.0161251,0.0353399
incremental,small_trace,43,1599232156,2,0.000596,0.000596,0.0164991,0.0309671
incremental,small_trace,44,1599232752,2,0.001143,0.000657,0.01669,0.0369897
incremental,small_trace,45,1599233409,2,0.001052,0.000574,0.0165298,0.0339786
incremental,small_trace,46,1599233983,2,0.001146,0.000592,0.0164372,0.0329119
incremental,small_trace,47,1701549695,2,0.000593,0.000593,0.0162874,0.0696529
incremental,small_trace,48,1701550288,2,0.001121,0.000556,0.016472,0.0274408
incremental,small_trace,49,1715626104,2,0.000432,0.000432,0.0164693,0.0384227
incremental,small_trace,50,1715626536,2,0.000922,0.00058,0.017221,0.030058
incremental,small_trace,51,1760607843,2,0.000596,0.000596,0.0165016,0.0753625
incremental,small_trace,52,2018378034,2,0.000593,0.000593,0.0166641,0.114784
incremental,small_trace,53,2100114435,2,0.000442,0.000442,0.0163482,0.0551735
incremental,small_trace,54,2100114877,2,0.000789,0.00054,0.0163097,0.0317413
incremental,small_trace,55,2100115417,2,0.001051,0.000622,0.0164453,0.0356073
incremental,small_trace,56,2122978330,2,0.000576,0.000576,0.0162788,0.0463069
incremental,small_trace,57,2122978906,2,0.001148,0.0006,0.0168359,0.0313177
incremental,small_trace,58,2135463181,2,0.00058,0.00058,0.0166302,0.0339897
incremental,small_trace,59,2135463761,2,0.001095,0.000661,0.0164283,0.0313386
incremental,small_trace,60,2135464422,2,0.001082,0.000625,0.0168003,0.0299768
incremental,small_trace,61,2135465047,2,0.001382,0.000782,0.0167108,0.0317743
incremental,small_trace,62,2135465829,2,0.001471,0.000727,0.0165652,0.0342315
incremental,small_trace,63,2135466556,2,0.001205,0.000668,0.0168798,0.0306629
incremental,small_trace,64,2135467224,2,0.001517,0.00085,0.0169017,0.0310998
incremental,small_trace,65,2140221305,2,0.000586,0.000586,0.0168662,0.027962
incremental,small_trace,66,2140221891,2,0.001336,0.000784,0.0171901,0.0363977
incremental,small_trace,67,2140222675,2,0.001424,0.000666,0.0169981,0.0353638
incremental,small_trace,68,2149856512,2,0.000577,0.000577,0.016829,0.0814868
incremental,small_trace,69,2149857089,2,0.001308,0.000764,0.0172184,0.0389813
incremental,small_trace,70,2149857853,2,0.001278,0.000697,0.0168595,0.0316451
incremental,small_trace,71,2175430886,2,0.000607,0.000607,0.0168274,0.0488053
incremental,small_trace,72,2175431493,2,0.001343,0.000758,0.0172031,0.0382913
incremental,small_trace,73,2175432251,2,0.001743,0.001082,0.0184411,0.0406535
incremental,small_trace,74,2175433333,2,0.002093,0.001087,0.0175981,0.0390087
incremental,small_trace,75,2199343200,2,0.000502,0.000502,0.0172317,0.0671965
incremental,small_trace,76,2199343701,2,0.001084,0.000739,0.0171345,0.0307654
incremental,small_trace,77,2199344440,2,0.001249,0.000623,0.0170767,0.0363062
incremental,small_trace,78,2199345063,2,0.000698,0.000577,0.0173112,0.02988
incremental,small_trace,79,2199345640,2,0.000995,0.000685,0.0172348,0.0301819
incremental,small_trace,80,2199346325,2,0.001466,0.000853,0.0173509,0.034718
incremental,small_trace,81,2199347178,2,0.001401,0.000803,0.0180598,0.0330253
incremental,small_trace,82,2199347981,2,0.001361,0.000578,0.0171495,0.0273789
incremental,small_trace,83,2211808788,2,0.000608,0.000608,0.0174574,0.0404952
incremental,small_trace,84,2218820667,2,0.000598,0.000598,0.0173343,0.0322578
incremental,small_trace,85,2326845291,2,0.000601,0.000601,0.0176713,0.197781
incremental,small_trace,86,2430254342,2,0.000618,0.000618,0.0172849,0.0423181
incremental,small_trace,87,2430254960,2,0.001101,0.000686,0.0175916,0.0371477
incremental,small_trace,88,2491248546,2,0.000616,0.000616,0.0172421,0.0933993
incremental,small_trace,89,2639241405,2,0.00062,0.00062,0.0174031,0.121275
incremental,small_trace,90,2639242025,2,0.001348,0.000848,0.0177062,0.037391
incremental,small_trace,91,2639242873,2,0.001872,0.001102,0.0184501,0.0354016
incremental,small_trace,92,2737757904,2,0.000608,0.000608,0.0177118,0.0794343
incremental,small_trace,93,2788104275,2,0.000627,0.000627,0.0175321,0.0410253
incremental,small_trace,94,2788104902,2,0.001428,0.000805,0.0180021,0.0390082
incremental,small_trace,95,2788105707,2,0.001378,0.00062,0.0176344,0.0339458
incremental,small_trace,96,2801006142,2,0.000621,0.000621,0.0177254,0.0506398
incremental,small_trace,97,2851444514,2,0.000623,0.000623,0.0175413,0.0552673
incremental,small_trace,98,2851445137,2,0.001373,0.000803,0.017919,0.0381124
incremental,small_trace,99,2851445940,2,0.001527,0.000761,0.0177032,0.0338704
